time, azimuth, pitch, roll, xforce, yforce, zforce
1385705883389000, -0.18109942972660065, -1.2363100051879883, -0.08658916503190994, 0.27437943, 9.128917, 3.160827
1385705883498000, 0.24478554725646973, -1.2605353593826294, 0.12446384131908417, -0.3600014, 9.044791, 2.8774662
1385705883605000, 0.15829777717590332, -1.2666782140731812, 0.08284813910722733, -0.23516098, 9.054222, 2.831961
1385705883707000, 0.04195554926991463, -1.2408215999603271, 0.009373372420668602, -0.0291893, 9.092392, 3.1139746
1385705883815000, -0.00662552285939455, -1.2385809421539307, 0.002832585945725441, -0.008981323, 9.190438, 3.1707065
1385705883917000, 0.02007748745381832, -1.2234063148498535, 0.005101305898278952, -0.016914826, 9.157806, 3.315755
1385705884027000, 0.034478556364774704, -1.2088106870651245, 0.0213428046554327, -0.07439529, 9.205856, 3.4852026
1385705884134000, -0.10435868054628372, -1.215647578239441, -0.05075790733098984, 0.17124389, 9.100625, 3.3708403
1385705884237000, 0.2009088397026062, -1.1831780672073364, 0.11129522323608398, -0.42302033, 9.3289, 3.7851787
1385705884344000, 0.1319923996925354, -1.1723190546035767, 0.06913982331752777, -0.22977218, 7.9001217, 3.318
1385705884446000, 0.1606559455394745, -0.8618167638778687, 0.03830116614699364, -0.26479936, 8.062085, 6.91023
1385705884556000, -0.1095336377620697, -0.8837703466415405, -0.042815353721380234, 0.2758763, 7.8568616, 6.439459
1385705884663000, 0.06064597889780998, -0.8529393076896667, 0.03603605926036835, -0.23022126, 7.3172336, 6.3858705
1385705884767000, -0.058449454605579376, -0.8518543243408203, 0.013768697157502174, -0.08637039, 7.1676946, 6.2725563
1385705884873000, -0.042912472039461136, -0.7488582134246826, 0.03773454576730728, -0.2758763, 6.7969155, 7.307504
1385705884976000, -0.21374471485614777, -0.6956621408462524, -0.008366560563445091, 0.065264285, 6.5128064, 7.800429
1385705885083000, -0.22659850120544434, -0.66185462474823, -0.009759997017681599, 0.07619156, 6.0820026, 7.806267
1385705885186000, -0.015075210481882095, -0.5717258453369141, 0.07214368134737015, -0.62420195, 5.5717134, 8.637189
1385705885293000, -0.03568699583411217, -0.5288891196250916, 0.07752388715744019, -0.66566575, 5.023254, 8.56938
1385705885396000, -0.00707200774922967, -0.47613033652305603, 0.08830776065587997, -0.7789801, 4.555028, 8.798254
1385705885502000, -0.028364187106490135, -0.4118686020374298, 0.08270153403282166, -0.7683522, 4.0633, 9.269474
1385705885605000, -0.07269857078790665, -0.3615666627883911, 0.0293990820646286, -0.27692413, 3.562891, 9.416768
1385705885712000, -0.16543903946876526, -0.32323628664016724, 0.012661264277994633, -0.11630814, 3.0773008, 9.185648
1385705885817000, -0.23363564908504486, -0.2801099717617035, 0.010305470786988735, -0.09699829, 2.7077193, 9.411978
1385705885923000, -0.36959922313690186, -0.2493082731962204, -0.021716123446822166, 0.22004242, 2.5800347, 10.131083
1385705886025000, -0.2410798966884613, -0.22890032827854156, 0.03112614154815674, -0.30716124, 2.299518, 9.865086
1385705886127000, -0.1715332418680191, -0.2529691457748413, 0.06594797968864441, -0.6506969, 2.5524921, 9.852511
1385705886234000, -0.2305930107831955, -0.2751937508583069, 0.0335971936583519, -0.3050656, 2.5643175, 9.076675
1385705886344000, -0.2130381464958191, -0.344890832901001, 0.060175228863954544, -0.57390654, 3.428321, 9.525742
1385705886454000, -0.34173041582107544, -0.3190286159515381, 0.003541206941008568, -0.033530273, 3.1275961, 9.46856
1385705886561000, -0.4149487316608429, -0.40873482823371887, -0.04234461486339569, 0.38440064, 3.9330711, 9.072484
1385705886665000, -0.333405077457428, -0.388300359249115, -0.01093978714197874, 0.09774674, 3.6550992, 8.93462
1385705886771000, -0.3856828212738037, -0.3594982326030731, -0.07036420702934265, 0.63752425, 3.407963, 9.04539
1385705886873000, -0.29769623279571533, -0.22859425842761993, -0.05869615450501442, 0.60489213, 2.3990612, 10.293644
1385705886985000, -0.3767422139644623, -0.18500693142414093, -0.08251579105854034, 0.8469388, 1.923051, 10.240654
1385705887087000, -0.29540343284606935, -0.17393986880779266, -0.02471872270107269, 0.10762619, 1.7295035, 10.131831
1385705887187000, -0.20167522132396698, -0.15949180722236633, 0.07627531886100769, -0.77164537, 1.6289127, 10.096953
1385705887290000, -0.42573273181915283, -0.1764981895685196, -0.0791035145521164, 0.70114195, 1.5825092, 8.845106
1385705887391000, -0.35173800587654114, -0.07868658006191254, 0.01469641737639904, -0.14624588, 0.78466827, 9.950408
1385705887493000, -0.43425890803337097, -0.09304433315992355, 0.016121549531817436, -0.15986755, 0.9253757, 9.91553
1385705887600000, -0.4169618785381317, -0.11892911791801453, 0.061217498034238815, -0.62959075, 1.2296928, 10.27164
1385705887702000, -0.42134493589401245, -0.13616199791431427, 0.02102106809616089, -0.20133133, 1.3123211, 9.576186
1385705887807000, -0.5058239102363586, -0.14939270913600922, -0.066404789686203, 0.6673123, 1.5136523, 10.034384
1385705887912000, -0.5836656093597412, -0.14239078760147095, -0.14514802396297455, 1.4739848, 1.4609619, 10.083631
1385705888020000, -0.3954019248485565, -0.20651374757289886, -0.11555597186088562, 1.1240126, 2.042353, 9.683662
1385705888122000, -0.5458825826644897, -0.20437100529670715, -0.10373047739267349, 0.97088104, 1.9434086, 9.3260565
1385705888232000, -0.3569587171077728, -0.37040433287620544, -0.030374983325600624, 0.29159364, 3.7284467, 9.596844
1385705888339000, -0.5476681590080261, -0.5677824020385742, -0.1516851931810379, 1.1807446, 4.984185, 7.724387
1385705888442000, -0.46948298811912537, -0.6439942121505737, -0.13643363118171692, 1.0324031, 5.698799, 7.520062
1385705888549000, -0.25328943133354187, -0.7696975469589233, 0.041230637580156326, -0.28994706, 6.8168244, 7.0283346
1385705888651000, -0.1848394125699997, -0.9195834398269653, 0.04035163298249245, -0.21420456, 6.9672613, 5.305567
1385705888759000, -0.3258681893348694, -0.9921031594276428, -0.029581675305962563, 0.15687378, 8.118518, 5.3015256
1385705888861000, -0.014683392830193043, -1.0887775421142578, 0.0895407646894455, -0.37467086, 8.008646, 4.173172
1385705888968000, -0.3398005962371826, -1.2695211172103882, -0.05090148746967316, 0.13711487, 8.672665, 2.6914032
1385705889071000, 0.3338128328323364, -1.3812544345855713, 0.47867071628570557, -0.8333171, 9.430539, 1.6058606
1385705889179000, 0.24355746805667877, -1.4890210628509521, 0.5219912528991699, -0.37092865, 9.076974, 0.644859
1385705889280000, 1.0314934253692627, -1.4375724792480469, 1.2815487384796143, -1.2564871, 9.781858, 0.37392244
1385705889388000, 1.9837408065795898, -1.3781750202178955, 2.15994930267334, -1.3503419, 8.327333, -0.9024733
1385705889491000, 2.3093373775482178, -1.2658426761627197, 2.421802282333374, -1.8753003, 9.037307, -2.139052
1385705889598000, 2.426887273788452, -1.1881542205810547, 2.5681447982788086, -1.9097286, 8.745863, -2.956951
1385705889701000, 2.6184780597686768, -1.078903317451477, 2.6467413902282715, -2.1959336, 8.629704, -4.069288
1385705889810000, 2.757575750350952, -0.8675549626350403, 2.983457088470459, -1.0267149, 7.689809, -6.438411
1385705889918000, 2.7180657386779785, -0.8993284106254578, 3.03218674659729, -0.6274951, 7.232061, -5.7125707
1385705890021000, 2.690448760986328, -0.9280244708061218, 2.942549228668213, -1.0568024, 7.1370087, -5.239105
1385705890128000, 2.889453887939453, -0.812159538269043, 2.9085707664489746, -1.4317726, 6.541397, -6.032755
1385705890230000, 2.88334584236145, -0.7909029722213745, 2.934154987335205, -1.3010944, 6.3873672, -6.1819944
1385705890337000, 2.8931896686553955, -0.721185028553009, 2.9618189334869385, -1.2889695, 6.337671, -7.0925508
1385705890440000, 2.897113800048828, -0.6500439643859863, 2.990419864654541, -1.0737172, 5.420528, -7.048393
1385705890546000, 3.034823417663574, -0.5401772260665894, 2.9088051319122314, -1.8226099, 4.7377977, -7.6875634
1385705890649000, 2.844863176345825, -0.4801030457019806, 3.033416986465454, -0.92058563, 4.4402165, -8.476872
1385705890756000, 3.112748861312866, -0.4312119483947754, 2.926858425140381, -1.7823436, 3.8483474, -8.1722555
1385705890858000, 3.0845139026641846, -0.3296930491924286, 2.9377081394195557, -1.7880318, 3.0217662, -8.647966
1385705890966000, 3.032775402069092, -0.31822898983955383, 3.0199382305145264, -1.0562036, 2.8671377, -8.639134
1385705891068000, 2.956303596496582, -0.3356066644191742, 3.074436902999878, -0.5652246, 2.9379406, -8.403974
1385705891176000, 3.0018093585968018, -0.23726096749305725, 3.0968167781829834, -0.4125421, 2.2287154, -9.207354
1385705891278000, 2.81958270072937, -0.19493114948272705, -3.0335917472839355, 1.0075548, 1.8455123, -9.292826
1385705891385000, 3.107788562774658, -0.11926043778657913, 3.138914108276367, -0.027093658, 1.2120296, -10.114616
1385705891488000, 3.054161548614502, -0.04598448425531387, -3.078117609024048, 0.61117905, 0.443378, -9.615704
1385705891639000, 2.8762025833129883, 0.01730426400899887, -2.9586873054504395, 1.7179774, -0.16346008, -9.287736
1385705891745000, 2.9206557273864746, 0.22185996174812317, -2.989136219024658, 1.4242882, -2.1155508, -9.2697735
1385705891847000, 2.9078378677368164, 0.410070538520813, -3.0138580799102783, 1.1484119, -3.9190004, -8.941656
1385705891957000, 2.9068009853363037, 0.5688013434410095, -3.0413875579833984, 0.81670165, -5.219047, -8.123008
1385705892064000, 2.766432762145996, 0.709800124168396, -3.001173257827759, 1.0425819, -6.4002404, -7.3759117
1385705892165000, 2.7088412761688234, 0.8325391411781311, -2.9495905876159667, 1.291664, -7.2025723, -6.5987277
1385705892268000, 2.7262980937957764, 0.9620495438575745, -2.9091286659240723, 1.2811857, -7.978259, -5.4116964
1385705892375000, 2.5978024005889893, 1.0962786674499512, -2.753769874572754, 1.6810043, -8.653655, -4.114943
1385705892478000, 2.42425537109375, 1.1106603145599365, -2.6380116939544678, 2.1103115, -8.823551, -3.830235
1385705892585000, 2.1711134910583496, 1.2228015661239624, -2.3890795707702637, 2.2882915, -9.229358, -2.4439678
1385705892688000, 1.7834285497665405, 1.3447046279907227, -1.9346250295639038, 2.1137545, -9.832902, -0.80487627
1385705892794000, 1.3292276859283447, 1.356885552406311, -1.4755305051803589, 2.0913012, -9.67079, 0.19983444
1385705892896000, 0.9975285530090332, 1.2887961864471436, -1.1641348600387573, 2.5195606, -9.46871, 1.0850935
1385705892998000, 0.6856706738471985, 1.1854193210601807, -0.8297405242919922, 2.6406586, -8.823401, 2.4162753
1385705893099000, 0.5593217611312866, 1.1931411027908325, -0.660469114780426, 2.259102, -9.282646, 2.9080029
1385705893204000, 0.49034664034843445, 1.102926254272461, -0.6641098260879517, 2.8788135, -9.243578, 3.6780016
1385705893304000, 0.3954317569732666, 1.048667311668396, -0.4978535771369934, 2.4032524, -8.746312, 4.421655
1385705893406000, 0.34069323539733887, 0.9842329621315002, -0.49875444173812866, 2.8171418, -8.861872, 5.1720448
1385705893513000, 0.21728962659835815, 0.8493652939796448, -0.31360870599746704, 1.9836749, -7.310348, 6.1165805
1385705893615000, 0.13954943418502808, 0.8544905781745911, -0.3777309060096741, 2.4599845, -7.661817, 6.1998076
1385705893718000, 0.03764471039175987, 0.7276558876037598, -0.36875975131988525, 2.8651917, -7.079977, 7.4143815
1385705893823000, -0.0017934610368683934, 0.6135074496269226, -0.30484190583229065, 2.5637188, -6.0146427, 8.147857
1385705893926000, -0.015638405457139015, 0.46715617179870605, -0.31856346130371094, 2.805017, -4.5173063, 8.505313
1385705894036000, 0.062067583203315735, 0.3094315826892853, -0.26784807443618774, 2.366429, -2.8586054, 8.622669
1385705894142000, 0.14743249118328094, 0.19060932099819183, -0.17456598579883575, 1.6161891, -1.7955163, 9.164093
1385705894245000, 0.08961880952119827, 0.137414813041687, -0.13157612085342407, 1.4515315, -1.5299684, 10.968142
1385705894348000, -0.3118094205856323, 0.19943350553512573, -0.2312331646680832, 2.0260367, -1.7868342, 8.605156
1385705894455000, 0.11141374707221985, -0.0005650586099363863, -0.16292816400527954, 1.3320799, 0.00464035, 8.103399
1385705894558000, -0.6848966479301453, 0.1833695024251938, -0.3205457329750061, 3.515739, -2.0692968, 10.589728
1385705894664000, -0.0440085232257843, -0.03308841586112976, -0.06280048191547394, 0.6632707, 0.34982255, 10.547666
1385705894771000, 0.08258062601089478, -0.13558430969715118, -0.07536830008029938, 0.73721695, 1.3356725, 9.762998
1385705894874000, -0.01416967622935772, -0.3087093234062195, -0.18497464060783386, 1.6218773, 2.812202, 8.667875
1385705894981000, 0.06924398988485336, -0.20807833969593048, -0.05449546128511429, 0.59156984, 2.2930815, 10.844648
1385705895084000, -0.13484443724155426, -0.4688887894153595, -0.1480764001607895, 1.0133927, 3.4795144, 6.7936225
1385705895191000, 0.10220113396644592, -0.5315691828727722, -0.03654686361551285, 0.27931917, 4.4951525, 7.639364
1385705895293000, 0.048954665660858154, -0.5477859973907471, -0.026603026315569878, 0.22498214, 5.1599197, 8.455018
1385705895400000, -0.14562778174877167, -0.6963575482368469, -0.22741761803627014, 1.6025674, 5.942792, 6.9248996
1385705895503000, 0.391763299703598, -0.734456479549408, 0.00633440725505352, -0.0490979, 6.9989953, 7.750882
1385705895611000, 0.509581446647644, -0.764716625213623, 0.1169644296169281, -0.8273296, 6.802155, 7.041058
1385705895713000, 0.20853686332702637, -0.7363014221191406, 0.08248716592788696, -0.6279442, 6.907386, 7.5953555
1385705895820000, -0.08869882673025131, -0.9561451077461243, 0.027162929996848106, -0.15417938, 8.042326, 5.6746993
1385705895923000, -0.3627913296222687, -1.123690128326416, -0.1326238214969635, 0.57899594, 9.131611, 4.3400745
1385705896030000, -0.11692868918180466, -1.1152476072311401, -0.021528037264943123, 0.088016964, 8.345895, 4.087849
1385705896132000, -0.5513490438461304, -1.1948511600494385, -0.2737977206707001, 0.89903045, 8.423583, 3.2010932
1385705896240000, -0.10458923131227493, -1.2661429643630981, -0.04431770369410515, 0.122295685, 8.778794, 2.7577152
1385705896342000, -0.19079509377479553, -0.9947585463523865, -0.019320053979754448, 0.103734285, 8.267009, 5.368586
1385705896444000, 0.19741550087928772, -0.9792019128799438, 0.16166293621063232, -0.9261241, 8.563842, 5.678741
1385705896552000, -0.08319079875946045, -1.0238019227981567, 0.06321088969707489, -0.3239264, 8.420589, 5.1177077
1385705896659000, 0.30264410376548767, -1.0052555799484253, 0.17367687821388245, -0.86714673, 7.906259, 4.9425716
1385705896761000, 0.025729181244969368, -1.0686897039413452, 0.06787220388650894, -0.3132985, 8.413854, 4.608916
1385705896868000, -0.21575531363487244, -1.084125280380249, -0.028993964195251465, 0.13277389, 8.6559, 4.5780797
1385705896969000, 0.06508157402276993, -1.094091534614563, 0.09323521703481674, -0.40026763, 8.325088, 4.280648
1385705897071000, 0.012489168904721737, -1.006521224975586, 0.06725385785102844, -0.35131943, 8.259674, 5.2159033
1385705897178000, -0.6159482002258301, -1.0415735244750977, -0.20154069364070892, 0.8789722, 7.5074883, 4.302054
1385705897281000, -0.15054510533809662, -0.9761655330657959, -0.0007829794776625931, 0.0043409728, 8.198002, 5.544171
1385705897389000, 0.10054232180118561, -0.9452813863754272, 0.10942501574754715, -0.6402187, 8.116721, 5.827382
1385705897491000, -0.024042099714279175, -0.9481198191642761, 0.05984091758728027, -0.34009278, 7.920629, 5.6764956
1385705897598000, -0.004736750852316618, -0.9460645318031311, 0.06521821022033691, -0.36389327, 7.7433977, 5.5717134
1385705897700000, 0.2007824033498764, -1.0353425741195679, 0.11835207045078278, -0.5788463, 8.263267, 4.8680267
1385705897801000, 0.21630088984966278, -1.0807175636291504, 0.09359811246395111, -0.4233197, 8.490045, 4.5095224
1385705897903000, -0.3422388732433319, -1.121716022491455, -0.16177886724472046, 0.66342044, 8.546477, 4.064947
1385705898007000, 0.2703392207622528, -1.041163682937622, 0.10467451065778732, -0.5014572, 8.198152, 4.773124
1385705898110000, 0.2827613055706024, -0.9817612767219543, 0.07709354162216187, -0.40685394, 7.906259, 5.2669473
1385705898218000, -0.3606761693954468, -1.0382657051086426, -0.12611909210681915, 0.6195616, 8.35802, 4.8864384
1385705898320000, -0.209493026137352, -0.9889509677886963, 0.027932707220315933, -0.15328126, 8.343201, 5.4860916
1385705898428000, 0.42462626099586487, -0.9770936369895935, 0.263563871383667, -1.3817766, 7.8583584, 5.1207013
1385705898530000, 0.2265559881925583, -1.1513622999191284, 0.319750040769577, -1.2123289, 8.649763, 3.661386
1385705898642000, -0.34443768858909607, -1.146588683128357, 0.16451530158519745, -0.63632673, 8.60306, 3.8329294
1385705898749000, -0.133426696062088, -1.118169903755188, 0.2922370135784149, -1.1964619, 8.540041, 3.97693
1385705898912000, 0.031307466328144073, -1.152590036392212, 0.4460579454898834, -1.7010627, 8.8722, 3.5572028
1385705899016000, 0.07629045844078064, -1.2026951313018799, 0.5151758193969727, -1.645079, 8.657397, 2.9056077
1385705899130000, -0.40511879324913025, -1.099399209022522, 0.3620733916759491, -1.5539186, 8.606503, 4.1025186
1385705899236000, -0.3029729425907135, -1.186942219734192, 0.49853426218032837, -1.8279986, 9.465866, 3.3578174
1385705899338000, -0.29060935974121094, -1.135284662246704, 0.5773308873176575, -2.2507195, 8.862471, 3.4554145
1385705899446000, -0.5009535551071167, -1.2147562503814697, 0.4711771011352539, -1.4811699, 8.774004, 2.907404
1385705899556000, -0.6090205907821655, -1.2535722255706787, 0.5128947496414185, -1.425336, 8.847352, 2.530937
1385705899658000, -0.2752063572406769, -1.365262508392334, 0.8105301260948181, -1.327739, 8.788673, 1.2626244
1385705899766000, -1.1872726678848267, -1.25066077709198, 0.45765554904937744, -1.2883708, 8.794961, 2.6158104
1385705899868000, -0.41477254033088684, -1.3289233446121216, 1.0272966623306274, -1.9688557, 9.32426, 1.1895763
1385705899975000, -0.3665648102760315, -1.4179614782333374, 1.1689989566802979, -1.2978013, 9.154364, 0.55145323
1385705900078000, -0.7749777436256409, -1.473089575767517, 0.8749837875366211, -0.68467623, 9.100775, 0.5718109
1385705900185000, -0.5830574035644531, -1.4455372095108032, 1.1054438352584839, -1.087788, 9.666748, 0.54621416
1385705900288000, -0.8137449026107788, -1.4570398330688477, 0.93146151304245, -0.8707393, 9.49715, 0.6474037
1385705900398000, -1.0967403650283813, -1.4229272603988647, 0.8278488516807556, -1.0562036, 9.627829, 0.9701326
1385705900505000, 0.0757894292473793, -1.5191861391067505, 1.9377975463867188, -0.46493316, 9.642498, -0.17872833
1385705900608000, -1.310689926147461, -1.5495150089263916, 0.69119793176651, -0.12768447, 9.410181, 0.15432908
1385705900715000, -1.572218894958496, -1.4944604635238647, 0.6246860027313232, -0.42436752, 9.486972, 0.5885761
1385705900817000, -0.7393271923065186, -1.5155422687530518, 1.4376550912857056, -0.5319937, 9.70417, 0.07125183
1385705900924000, -2.300358772277832, -1.3889689445495605, 0.22147201001644135, -0.39697447, 9.82916, 1.7630337
1385705901034000, -1.8434045314788818, -1.4882476329803467, 0.7794506549835205, -0.55040544, 9.464519, 0.55699176
1385705901136000, 1.6046186685562134, -1.3620426654815674, -2.392656087875366, 1.3087285, 9.073681, -1.4078224
1385705901243000, 0.7015306949615479, -1.5670299530029297, -2.797739028930664, 0.012274475, 9.671239, -0.034278717
1385705901344000, 1.6440496444702148, -1.4635931253433228, -1.9644321203231812, 0.97567105, 9.817036, -0.40520737
1385705901456000, 2.316556453704834, -1.4602502584457397, -1.1642497777938843, 0.9491762, 9.3100395, 0.40865022
1385705901563000, 1.7804139852523804, -1.4422681331634521, -1.6821587085723877, 1.2114308, 9.431887, -0.13546829
1385705901666000, 1.2438825368881226, -1.3878268003463745, -2.238132953643799, 1.3763878, 9.469907, -1.0844948
1385705901768000, 1.169501543045044, -1.3632992506027222, -2.3274130821228027, 1.4335688, 9.364377, -1.3533357
1385705901876000, 0.9920427799224854, -1.407711148262024, -2.378220796585083, 1.1329939, 9.95939, -1.1840378
1385705901986000, 1.0981072187423706, -1.3864550590515137, -2.199129104614258, 1.3828244, 9.167087, -1.0047107
